precision,recall
0.24149338374291116,1.0
0.2415504608839518,1.0
0.24160756501182032,1.0
0.2416646961456609,1.0
0.24189349112426037,1.0
0.24195075757575757,1.0
0.24200805114847265,1.0
0.24206537186167693,1.0
0.24212271973466004,1.0
0.24223749703721262,1.0
0.2422949265054528,1.0
0.24235238321081337,1.0
0.2424098671726755,1.0
0.24339128363896165,1.0
0.24344926155312052,1.0
0.24350726709554443,1.0
0.2436233611442193,1.0
0.24368144969003339,1.0
0.24373956594323873,1.0
0.24379770992366412,1.0
0.24385588165115724,1.0
0.24391408114558472,1.0
0.2440305635148042,1.0
0.2440888464294244,1.0
0.24414715719063546,1.0
0.24420549581839904,1.0
0.24432225675352617,1.0
0.24438067910090866,1.0
0.2444391293948816,1.0
0.24449760765550238,1.0
0.24461464815701292,1.0
0.2446732104381135,1.0
0.24473180076628354,1.0
0.24479041916167665,1.0
0.24484906564446574,1.0
0.24490774023484305,1.0
0.24496644295302014,1.0
0.245025173819228,1.0
0.24508393285371702,1.0
0.24514272007675703,1.0
0.2458503728650469,1.0
0.24590952839268526,1.0
0.2460279248916707,1.0
0.24608716590416566,1.0
0.24614643545279383,1.0
0.24620573355817876,1.0
0.24626506024096387,1.0
0.2463837994214079,1.0
0.24644321196045335,1.0
0.24650265315967199,1.0
0.24662162162162163,1.0
0.2466811489258991,1.0
0.24674070497344278,1.0
0.24680028978507607,1.0
0.24685990338164251,1.0
0.2469195457840058,1.0
0.24697921701304978,1.0
0.24709864603481624,1.0
0.2471584038694075,1.0
0.24721819061441702,1.0
0.24769752787203103,1.0
0.24775757575757576,1.0
0.2478176527643065,1.0
0.24787775891341257,1.0
0.24793789422610382,1.0
0.24799805872361078,1.0
0.24848042791150013,1.0
0.24860131354901485,1.0
0.248661800486618,1.0
0.24872231686541738,1.0
0.24878286270691333,1.0
0.24884343803262723,1.0
0.2489040428641013,1.0
0.24896467722289892,1.0
0.2490253411306043,1.0
0.2490860346088228,1.0
0.24914675767918087,1.0
0.24920751036332603,1.0
0.24926829268292683,1.0
0.2493291046596731,1.0
0.24938994631527575,1.0
0.24945081767146693,1.0
0.24951171875,1.0
0.24957264957264957,1.0
0.24963361016121152,1.0
0.24969460053750306,1.0
0.24975562072336266,1.0
0.2498166707406502,1.0
0.25049019607843137,1.0
0.2505516057857318,1.0
0.25061304561059344,1.0
0.25067451557517784,1.0
0.2507360157016683,1.0
0.25079754601226995,1.0
0.2508591065292096,1.0
0.2509206972747361,1.0
0.25098231827111983,1.0
0.2511056511056511,1.0
0.25116736298844927,1.0
0.2512291052114061,1.0
0.2517241379310345,1.0
0.25178615422517864,1.0
0.25184820108427797,1.0
0.2519102785309342,1.0
0.2519723865877712,1.0
0.25203452527743525,1.0
0.252096694622595,1.0
0.25215889464594127,1.0
0.25222112537018754,1.0
0.2522833868180696,1.0
0.25234567901234567,1.0
0.2524080019757965,1.0
0.2524703557312253,1.0
0.2525327403014579,1.0
0.25259515570934254,1.0
0.25265760197775033,1.0
0.25272007912957467,1.0
0.2527825871877319,1.0
0.2528451261751608,1.0
0.25290769611482306,1.0
0.252970297029703,1.0
0.2530329289428076,1.0
0.2530955918771669,1.0
0.25315828585583355,1.0
0.25322101090188304,1.0
0.2532837670384139,1.0
0.25334655428854735,1.0
0.2534722222222222,1.0
0.25353510295212106,1.0
0.25359801488833744,1.0
0.2536609580541077,1.0
0.25372393247269115,1.0
0.25378693816737025,1.0
0.2538499751614506,1.0
0.2539130434782609,1.0
0.2539761431411531,1.0
